knowledge_id,資料層級,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K01278,Campus/Admin Knowledge,行政程序,教務文件,學生若需休學、復學、成績、抵免等教務文件，應以註冊課務組提供之表單與公告為準。,全校學生,東吳大學行政單位頁面,https://web-ch.scu.edu.tw/regcurr/file/5957,行政服務,"教務文件,行政程序",中,實際流程與期限需以該頁最新公告為準
K01279,Campus/Admin Knowledge,行政程序,教務文件-RAG提醒,學生詢問教務文件時，聊天機器人應先提供查詢方向，再提醒學生以承辦單位最新公告、表單版本與申請期限為準。,聊天機器人/RAG,東吳大學行政單位頁面,https://web-ch.scu.edu.tw/regcurr/file/5957,行政流程設計,"教務文件,RAG,行政",中,
K01280,Campus/Admin Knowledge,行政程序,教務文件,學生若需特定教務申請文件，應以註冊課務組檔案頁面與承辦單位說明為準。,全校學生,東吳大學行政單位頁面,https://web-ch.scu.edu.tw/regcurr/file/2373/1762,行政服務,"教務文件,行政程序",中,實際流程與期限需以該頁最新公告為準
K01281,Campus/Admin Knowledge,行政程序,教務文件-RAG提醒,學生詢問教務文件時，聊天機器人應先提供查詢方向，再提醒學生以承辦單位最新公告、表單版本與申請期限為準。,聊天機器人/RAG,東吳大學行政單位頁面,https://web-ch.scu.edu.tw/regcurr/file/2373/1762,行政流程設計,"教務文件,RAG,行政",中,
K01282,Campus Life Knowledge,圖書館,圖書館服務,學生若需查詢借書、館藏、開放時間、資料庫或圖書館空間服務，可至東吳大學圖書館頁面查詢。,全校學生,校園生活服務頁面,https://www.lib.scu.edu.tw/CMS/Page/52,校園生活,"圖書館,圖書館服務",中,
K01283,Campus Life Knowledge,圖書館,圖書館服務-FAQ化,學生問「圖書館服務去哪裡查？」時，可回覆：學生若需查詢借書、館藏、開放時間、資料庫或圖書館空間服務，可至東吳大學圖書館頁面查詢。,全校學生,校園生活服務頁面,https://www.lib.scu.edu.tw/CMS/Page/52,FAQ化知識,"圖書館,圖書館服務,FAQ",中,
K01284,Campus Life Knowledge,宿舍,住宿服務,學生若要查詢宿舍申請、住宿規定、床位、宿舍公告或住宿相關服務，可至宿舍服務組頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/housing/web_page/2497,校園生活,"宿舍,住宿服務",中,
K01285,Campus Life Knowledge,宿舍,住宿服務-FAQ化,學生問「住宿服務去哪裡查？」時，可回覆：學生若要查詢宿舍申請、住宿規定、床位、宿舍公告或住宿相關服務，可至宿舍服務組頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/housing/web_page/2497,FAQ化知識,"宿舍,住宿服務,FAQ",中,
K01286,Campus Life Knowledge,學務處,學生事務,學生若要查詢學務處相關學生事務、活動、生活輔導或校園生活服務，可至學務處頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/affair/web_page/15876,校園生活,"學務處,學生事務",中,
K01287,Campus Life Knowledge,學務處,學生事務-FAQ化,學生問「學生事務去哪裡查？」時，可回覆：學生若要查詢學務處相關學生事務、活動、生活輔導或校園生活服務，可至學務處頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/affair/web_page/15876,FAQ化知識,"學務處,學生事務,FAQ",中,
K01288,Campus Life Knowledge,健康中心,健康服務,學生若有健康檢查、醫療諮詢、校園健康或緊急健康服務問題，可至健康暨諮商中心相關頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/hcc/web_page/149,校園生活,"健康中心,健康服務",中,
K01289,Campus Life Knowledge,健康中心,健康服務-FAQ化,學生問「健康服務去哪裡查？」時，可回覆：學生若有健康檢查、醫療諮詢、校園健康或緊急健康服務問題，可至健康暨諮商中心相關頁面查詢。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/hcc/web_page/149,FAQ化知識,"健康中心,健康服務,FAQ",中,
K01290,Campus Life Knowledge,校園生活,餐廳資訊,學生若要查詢校園餐廳供餐時間、店家位置或假日營業資訊，可參考保管組公告或餐廳營業時間表。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/custody/web_page/9491,校園生活,"校園生活,餐廳資訊",中,
K01291,Campus Life Knowledge,校園生活,餐廳資訊-FAQ化,學生問「餐廳資訊去哪裡查？」時，可回覆：學生若要查詢校園餐廳供餐時間、店家位置或假日營業資訊，可參考保管組公告或餐廳營業時間表。,全校學生,校園生活服務頁面,https://web-ch.scu.edu.tw/custody/web_page/9491,FAQ化知識,"校園生活,餐廳資訊,FAQ",中,
K01292,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的7-11便利商店，週一至週五營業時間為24H，週六為24H，週日為24H。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,7-11便利商店",高,
K01293,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「7-11便利商店有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,7-11便利商店,"餐廳,7-11便利商店,營業時間",高,
K01294,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的麥當勞，週一至週五營業時間為07:00-22:00，週六為07:00-22:00，週日為10:30-20:00（三天以上連續假日適用）。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,麥當勞",高,
K01295,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「麥當勞有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,麥當勞,"餐廳,麥當勞,營業時間",高,
K01296,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的蛋白盒子，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為三天連續假期以上不開。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,蛋白盒子",高,
K01297,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「蛋白盒子有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,蛋白盒子,"餐廳,蛋白盒子,營業時間",高,
K01298,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的玩米食，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為三天連續假期以上不開。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,玩米食",高,
K01299,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「玩米食有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,玩米食,"餐廳,玩米食,營業時間",高,
K01300,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的吉吉村美食屋，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為三天連續假期以上不開。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,吉吉村美食屋",高,
K01301,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「吉吉村美食屋有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,吉吉村美食屋,"餐廳,吉吉村美食屋,營業時間",高,
K01302,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟1F的包子商行，週一至週五營業時間為08:00-14:00，週六為以現場公告為主，週日為三天連續假期以上不開。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟1F,包子商行",高,
K01303,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「包子商行有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,包子商行,"餐廳,包子商行,營業時間",高,
K01304,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的御喜自助餐，週一至週五營業時間為11:00-19:30，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,御喜自助餐",高,
K01305,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「御喜自助餐有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,御喜自助餐,"餐廳,御喜自助餐,營業時間",高,
K01306,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的安鑫BRUNCH，週一至週五營業時間為07:30-14:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,安鑫BRUNCH",高,
K01307,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「安鑫BRUNCH有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,安鑫BRUNCH,"餐廳,安鑫BRUNCH,營業時間",高,
K01308,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的安鑫美式炸雞，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,安鑫美式炸雞",高,
K01309,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「安鑫美式炸雞有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,安鑫美式炸雞,"餐廳,安鑫美式炸雞,營業時間",高,
K01310,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的丼物園，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,丼物園",高,
K01311,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「丼物園有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,丼物園,"餐廳,丼物園,營業時間",高,
K01312,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的四海遊龍，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,四海遊龍",高,
K01313,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「四海遊龍有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,四海遊龍,"餐廳,四海遊龍,營業時間",高,
K01314,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的Mo & Mo滷味，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,Mo & Mo滷味",高,
K01315,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「Mo & Mo滷味有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,Mo & Mo滷味,"餐廳,Mo & Mo滷味,營業時間",高,
K01316,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的蒲家廚房，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,蒲家廚房",高,
K01317,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「蒲家廚房有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,蒲家廚房,"餐廳,蒲家廚房,營業時間",高,
K01318,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的趙班長海苔飯捲，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,趙班長海苔飯捲",高,
K01319,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「趙班長海苔飯捲有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,趙班長海苔飯捲,"餐廳,趙班長海苔飯捲,營業時間",高,
K01320,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的涼麵自由吧，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,涼麵自由吧",高,
K01321,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「涼麵自由吧有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,涼麵自由吧,"餐廳,涼麵自由吧,營業時間",高,
K01322,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的拉手，週一至週五營業時間為11:00-19:00，週六為以現場公告為主，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,拉手",高,
K01323,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「拉手有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,拉手,"餐廳,拉手,營業時間",高,
K01324,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的木子甜飲，週一至週五營業時間為11:00-19:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,木子甜飲",高,
K01325,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「木子甜飲有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,木子甜飲,"餐廳,木子甜飲,營業時間",高,
K01326,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的蝦皮智取店，週一至週五營業時間為24H，週六為24H，週日為24H。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,蝦皮智取店",高,
K01327,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「蝦皮智取店有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,蝦皮智取店,"餐廳,蝦皮智取店,營業時間",高,
K01328,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區B棟B1的影印店，週一至週五營業時間為08:00-20:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,B棟B1,影印店",高,
K01329,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「影印店有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,影印店,"餐廳,影印店,營業時間",高,
K01330,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區D棟1F的路易莎，週一至週五營業時間為07:00-19:00，週六為週六不營業，週日為週日不營業，連續假日也不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,D棟1F,路易莎",高,
K01331,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「路易莎有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,路易莎,"餐廳,路易莎,營業時間",高,
K01332,Campus Life Knowledge,校園餐廳,外雙溪,外雙溪校區柚芳樓前的校車咖啡，週一至週五營業時間為07:00-20:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,外雙溪校區餐廳營業時間,"餐廳,外雙溪,柚芳樓前,校車咖啡",高,
K01333,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「校車咖啡有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,校車咖啡,"餐廳,校車咖啡,營業時間",高,
K01334,Campus Life Knowledge,校園餐廳,城中,城中校區六大1F-1的7-11便利商店，週一至週五營業時間為07:00-21:00，週六為08:00-17:00，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大1F-1,7-11便利商店",高,
K01335,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「7-11便利商店有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,7-11便利商店,"餐廳,7-11便利商店,營業時間",高,
K01336,Campus Life Knowledge,校園餐廳,城中,城中校區六大1F-2的沐達早餐，週一至週五營業時間為07:00-19:00，週六為07:00-13:00，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大1F-2,沐達早餐",高,
K01337,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「沐達早餐有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,沐達早餐,"餐廳,沐達早餐,營業時間",高,
K01338,Campus Life Knowledge,校園餐廳,城中,城中校區六大1F-3的海音咖啡，週一至週五營業時間為10:30-19:00，週六為10:00-14:00，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大1F-3,海音咖啡",高,
K01339,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「海音咖啡有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,海音咖啡,"餐廳,海音咖啡,營業時間",高,
K01340,Campus Life Knowledge,校園餐廳,城中,城中校區六大2F-2的林娘食堂，週一至週五營業時間為11:00-19:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大2F-2,林娘食堂",高,
K01341,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「林娘食堂有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,林娘食堂,"餐廳,林娘食堂,營業時間",高,
K01342,Campus Life Knowledge,校園餐廳,城中,城中校區六大2F-3的咖哩食堂，週一至週五營業時間為11:00-18:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大2F-3,咖哩食堂",高,
K01343,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「咖哩食堂有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,咖哩食堂,"餐廳,咖哩食堂,營業時間",高,
K01344,Campus Life Knowledge,校園餐廳,城中,城中校區六大2F-4的奕香咖啡，週一至週五營業時間為09:00-19:00，週六為10:00-14:00，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大2F-4,奕香咖啡",高,
K01345,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「奕香咖啡有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,奕香咖啡,"餐廳,奕香咖啡,營業時間",高,
K01346,Campus Life Knowledge,校園餐廳,城中,城中校區六大3F-1的夠健康廚房，週一至週五營業時間為11:00-18:30，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大3F-1,夠健康廚房",高,
K01347,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「夠健康廚房有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,夠健康廚房,"餐廳,夠健康廚房,營業時間",高,
K01348,Campus Life Knowledge,校園餐廳,城中,城中校區六大3F-2的吃好食堂，週一至週五營業時間為11:00-19:00，週六為週六不營業，週日為週日不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,六大3F-2,吃好食堂",高,
K01349,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「吃好食堂有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,吃好食堂,"餐廳,吃好食堂,營業時間",高,
K01350,Campus Life Knowledge,校園餐廳,城中,城中校區五大B1的影印店，週一至週五營業時間為13:00-17:30，週六為週六不營業，考試前一週不營業，週日為週日不營業，考試前一週不營業。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,城中校區餐廳營業時間,"餐廳,城中,五大B1,影印店",高,
K01351,Campus Life Knowledge,校園餐廳,營業時間查詢,學生若詢問「影印店有沒有開？」應回答其校區、位置與營業時間，並提醒假日或連續假期仍以現場公告為準。,全校學生,東吳大學114-2餐廳營業時間表,6a02738a118a3611111044.pdf,影印店,"餐廳,影印店,營業時間",高,
K01352,Career Knowledge,實習／就業,就業平台,東吳人就業實習平台設有職缺資訊，公布企業徵才資訊。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,就業平台,校園徵才",高,
K01353,Career Knowledge,實習／就業,就業平台,東吳人就業實習平台刊登資訊包含全職職缺、工讀/兼職職缺與實習職缺。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,就業平台,校園徵才",高,
K01354,Career Knowledge,實習／就業,校園徵才,企業職缺資訊經承辦人審核通過後，會以Email通知企業職缺已通過審核。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01355,Career Knowledge,實習／就業,校園徵才,2026年企業徵才說明會日期為2026年3月9日至6月5日。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01356,Career Knowledge,實習／就業,校園徵才,企業徵才說明會每場時段為50分鐘，午場為12:10至13:00，晚場為17:10至18:00。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01357,Career Knowledge,實習／就業,校園徵才,企業徵才說明會流程包含簽到與場地佈置、開場、企業宣傳、Q&A及場地復原。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01358,Career Knowledge,實習／就業,校園徵才,企業徵才說明會報名期限至2026年1月16日。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01359,Career Knowledge,實習／就業,校園徵才,東吳大學會於收到企業報名表單3個工作天內與企業聯繫，確認時間後發送通知信件。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01360,Career Knowledge,實習／就業,校園徵才,生涯發展中心業務承辦人為許子凌，電話為02-2881-9471分機5424，Email為jeanhsu@scu.edu.tw。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,校園徵才,校園徵才",高,
K01361,Career Knowledge,實習／就業,就業平台,學生若想找實習、工讀、兼職或正職，可以先查詢東吳人就業實習平台。,學生、企業,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,校園徵才PDF,"就業,就業平台,校園徵才",高,
K01362,Career Knowledge,實習／就業,FAQ化知識,學生問「哪裡可以看實習職缺？」時，可引導至東吳人就業實習平台與生涯發展中心公告，查詢全職、工讀/兼職及實習職缺。,學生,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,FAQ化知識,"就業,實習,職缺",高,
K01363,Career Knowledge,實習／就業,FAQ化知識,學生問「東吳有校園徵才嗎？」時，可引導至東吳人就業實習平台與生涯發展中心公告，查詢全職、工讀/兼職及實習職缺。,學生,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,FAQ化知識,"就業,實習,職缺",高,
K01364,Career Knowledge,實習／就業,FAQ化知識,學生問「企業說明會什麼時候辦？」時，可引導至東吳人就業實習平台與生涯發展中心公告，查詢全職、工讀/兼職及實習職缺。,學生,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,FAQ化知識,"就業,實習,職缺",高,
K01365,Career Knowledge,實習／就業,FAQ化知識,學生問「東吳人就業實習平台可以找什麼工作？」時，可引導至東吳人就業實習平台與生涯發展中心公告，查詢全職、工讀/兼職及實習職缺。,學生,東吳大學校園徵才季企業辦理懶人包,638968034246930085.pdf,FAQ化知識,"就業,實習,職缺",高,
