knowledge_id,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00982,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00983,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00984,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00985,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00986,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00987,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00988,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00989,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00990,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00991,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00992,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00993,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00994,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00995,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00996,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00997,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00998,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K00999,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01000,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01001,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01002,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01003,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01004,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01005,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01006,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01007,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01008,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01009,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01010,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01011,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01012,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01013,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01014,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01015,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01016,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01017,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01018,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01019,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01020,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01021,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01022,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01023,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01024,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01025,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01026,情境化知識補充,資源,當學生詢問資源相關的「電腦教室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,電腦教室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01027,情境化知識補充,資源,當學生詢問資源相關的「M365」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,M365,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01028,情境化知識補充,資源,當學生詢問資源相關的「跨域實驗室」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,跨域實驗室,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01029,情境化知識補充,畢業,當學生詢問畢業相關的「外文能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,外文能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01030,情境化知識補充,畢業,當學生詢問畢業相關的「資訊能力」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,資訊能力,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01031,情境化知識補充,畢業,當學生詢問畢業相關的「美育活動」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,美育活動,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01032,情境化知識補充,畢業,當學生詢問畢業相關的「體育」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,體育,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01033,情境化知識補充,畢業,當學生詢問畢業相關的「通識」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,通識,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01034,情境化知識補充,畢業,當學生詢問畢業相關的「入學年度課表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"畢業,入學年度課表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01035,情境化知識補充,選課,當學生詢問選課相關的「必修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,必修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01036,情境化知識補充,選課,當學生詢問選課相關的「選修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,選修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01037,情境化知識補充,選課,當學生詢問選課相關的「加退選」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,加退選,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01038,情境化知識補充,選課,當學生詢問選課相關的「衝堂」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,衝堂,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01039,情境化知識補充,選課,當學生詢問選課相關的「先修條件」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,先修條件,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01040,情境化知識補充,選課,當學生詢問選課相關的「學分規劃」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"選課,學分規劃,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01041,情境化知識補充,專題,當學生詢問專題相關的「申請表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,申請表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01042,情境化知識補充,專題,當學生詢問專題相關的「計畫書」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,計畫書,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01043,情境化知識補充,專題,當學生詢問專題相關的「指導教師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,指導教師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01044,情境化知識補充,專題,當學生詢問專題相關的「組員」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,組員,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01045,情境化知識補充,專題,當學生詢問專題相關的「成果發表」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,成果發表,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01046,情境化知識補充,專題,當學生詢問專題相關的「影片」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"專題,影片,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01047,情境化知識補充,實習,當學生詢問實習相關的「履歷」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,履歷,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01048,情境化知識補充,實習,當學生詢問實習相關的「面試」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,面試,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01049,情境化知識補充,實習,當學生詢問實習相關的「三方合約」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,三方合約,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01050,情境化知識補充,實習,當學生詢問實習相關的「週誌」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,週誌,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01051,情境化知識補充,實習,當學生詢問實習相關的「成果報告」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,成果報告,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01052,情境化知識補充,實習,當學生詢問實習相關的「輔導老師」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"實習,輔導老師,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01053,情境化知識補充,抵免,當學生詢問抵免相關的「轉學生」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,轉學生,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01054,情境化知識補充,抵免,當學生詢問抵免相關的「雙主修」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,雙主修,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01055,情境化知識補充,抵免,當學生詢問抵免相關的「輔系」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,輔系,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01056,情境化知識補充,抵免,當學生詢問抵免相關的「外系課程」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,外系課程,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01057,情境化知識補充,抵免,當學生詢問抵免相關的「課程大綱」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,課程大綱,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01058,情境化知識補充,抵免,當學生詢問抵免相關的「學分數」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"抵免,學分數,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01059,情境化知識補充,資源,當學生詢問資源相關的「獎學金」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,獎學金,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01060,情境化知識補充,資源,當學生詢問資源相關的「AI學習中心」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,AI學習中心,情境補充",中,此筆為RAG追問策略，不是單一行政規章
K01061,情境化知識補充,資源,當學生詢問資源相關的「NVIDIA DLI」問題時，聊天機器人應先提供已知規定，再要求學生補充年級、入學年度、身分別或目前完成狀態，以避免誤判個人適用情況。,聊天機器人/RAG,生成策略,依既有FAQ、課程表與官網資料生成,情境化檢索策略,"資源,NVIDIA DLI,情境補充",中,此筆為RAG追問策略，不是單一行政規章
